code_name;SMILES;LogPexp;E_HOMO;E_LUMO;n;Sum_MullQ;MIN_MullQ;MAX_MullQ;u_dipmom;delG_water;delG_octanol;pKa;N_atoms;N_Fluors;F_alfa;F_beta;C_Chain;Num_F_C_Chain;N_Hidrog_chain;Volume;Surface_area;PSA (0.01);Minimum Potential on Surface;Maximum Potential on Surface;PSA (0.005);Minimum Potential on Surface;Maximum Potential on Surface;TPSA;Carga_S_wat;Carga_S_oct;Diff_carga_S;HOMO_oct;LUMO_oct;n_oct;Sum_Q_oct;min_Q_oct;max_Q_oct;u_org;S_APT;S_NBO;Long_pair_S_alto;Long_pair_S_bajo;N_Mull;N_APT;Long_pair_N;Long_pair_N;E_HOMO_Log;E_LUMO_Log;n_Log;Sum_MullQ_Log;MIN_MullQ_Log;MAX_MullQ_Log;u_dipmom_Log;delG_water_Log;delG_octanol_Log;pKa_Log;N_atoms_Log;N_Fluors_Log;F_alfa_Log;F_beta_Log;C_Chain_Log;Num_F_C_Chain_Log;N_Hidrog_chain_Log;Volume_Log;Surface_area_Log;PSA (0.01)_Log;Minimum Potential on Surface_Log;Maximum Potential on Surface_Log;PSA (0.005)_Log;Minimum Potential on Surface_Log;Maximum Potential on Surface_Log;Carga_S_wat_Log;Carga_S_oct_Log;Diff_carga_S_Log;HOMO_oct_Log;LUMO_oct_Log;n_oct_Log;Sum_Q_oct_Log;min_Q_oct_Log;max_Q_oct_Log;u_org_Log;S_APT_Log;S_NBO_Log;Long_pair_S_alto_Log;Long_pair_S_bajo_Log;N_Mull_Log;N_APT_Log;Long_pair_N_Log;Long_pair_N_Log;E_HOMO_1/D;E_LUMO_1/D;n_1/D;Sum_MullQ_1/D;MIN_MullQ_1/D;MAX_MullQ_1/D;u_dipmom_1/D;delG_water_1/D;delG_octanol_1/D;pKa_1/D;N_atoms_1/D;N_Fluors_1/D;F_alfa_1/D;F_beta_1/D;C_Chain_1/D;Num_F_C_Chain_1/D;N_Hidrog_chain_1/D;Volume_1/D;Surface_area_1/D;PSA (0.01)_1/D;Minimum Potential on Surface_1/D;Maximum Potential on Surface_1/D;PSA (0.005)_1/D;Minimum Potential on Surface_1/D;Maximum Potential on Surface_1/D;Carga_S_wat_1/D;Carga_S_oct_1/D;Diff_carga_S_1/D;HOMO_oct_1/D;LUMO_oct_1/D;n_oct_1/D;Sum_Q_oct_1/D;min_Q_oct_1/D;max_Q_oct_1/D;u_org_1/D;S_APT_1/D;S_NBO_1/D;Long_pair_S_alto_1/D;Long_pair_S_bajo_1/D;N_Mull_1/D;N_APT_1/D;Long_pair_N_1/D;Long_pair_N_1/D;E_HOMO_D2;E_LUMO_D2;n_D2;Sum_MullQ_D2;MIN_MullQ_D2;MAX_MullQ_D2;u_dipmom_D2;delG_water_D2;delG_octanol_D2;pKa_D2;N_atoms_D2;N_Fluors_D2;F_alfa_D2;F_beta_D2;C_Chain_D2;Num_F_C_Chain_D2;N_Hidrog_chain_D2;Volume_D2;Surface_area_D2;PSA (0.01)_D2;Minimum Potential on Surface_D2;Maximum Potential on Surface_D2;PSA (0.005)_D2;Minimum Potential on Surface_D2;Maximum Potential on Surface_D2;Carga_S_wat_D2;Carga_S_oct_D2;Diff_carga_S_D2;HOMO_oct_D2;LUMO_oct_D2;n_oct_D2;Sum_Q_oct_D2;min_Q_oct_D2;max_Q_oct_D2;u_org_D2;S_APT_D2;S_NBO_D2;Long_pair_S_alto_D2;Long_pair_S_bajo_D2;N_Mull_D2;N_APT_D2;Long_pair_N_D2;Long_pair_N_D2;E_HOMO_1/D2;E_LUMO_1/D2;n_1/D2;Sum_MullQ_1/D2;MIN_MullQ_1/D2;MAX_MullQ_1/D2;u_dipmom_1/D2;delG_water_1/D2;delG_octanol_1/D2;pKa_1/D2;N_atoms_1/D2;N_Fluors_1/D2;F_alfa_1/D2;F_beta_1/D2;C_Chain_1/D2;Num_F_C_Chain_1/D2;N_Hidrog_chain_1/D2;Volume_1/D2;Surface_area_1/D2;PSA (0.01)_1/D2;Minimum Potential on Surface_1/D2;Maximum Potential on Surface_1/D2;PSA (0.005)_1/D2;Minimum Potential on Surface_1/D2;Maximum Potential on Surface_1/D2;Carga_S_wat_1/D2;Carga_S_oct_1/D2;Diff_carga_S_1/D2;HOMO_oct_1/D2;LUMO_oct_1/D2;n_oct_1/D2;Sum_Q_oct_1/D2;min_Q_oct_1/D2;max_Q_oct_1/D2;u_org_1/D2;S_APT_1/D2;S_NBO_1/D2;Long_pair_S_alto_1/D2;Long_pair_S_bajo_1/D2;N_Mull_1/D2;N_APT_1/D2;Long_pair_N_1/D2;Long_pair_N_1/D2
A0;CSC1=NC=CC=C1;1.69;-1.002582509;-1;0.897439329;0.067244225;0.795949477;1;0.196322363;-1;-1;0.524588245;0.75;0;0;0;0.5;0.142857143;0.6;0.685955986;0.726260879;0.170525153;-2.071428571;0.995047711;0.240741174;-1.630434783;0.967338607;0.245805844;0.096008168;0.101522765;0.103011118;-1.002991246;-1;0.841238677;0.426493861;0.897445285;0.462855597;0.171420362;-0.131764989;0.114488594;-1;-1.007007737;-4.4881502;-9.097147662;-1.003211901;-1.153635425;-1.232554578;-1.301500299;-1.049443759;-0.287728814;-1.117068549;1;0.2626513;0.904030211;0.904030226;0.70577808;0.903969365;0;0;-1;0;0;0.159040418;0.932396928;0.942230507;0.531014899;-1.101714046;0.997651256;0.620784292;-1.139567622;0.983872295;-13.14622207;-12.60848431;-1.836318251;-1.244002265;-1.309582946;-1.078985099;0.592168435;-1.053800883;-3.582858706;0.232274095;-1.142292241;-1.837803443;-1.229435273;-1.080031167;-1;-1.012153436;-1.102293307;-1.011337063;-1.320585025;-2.10675979;0.964159666;1;0.344097789;0.122824898;1;-2.000238399;-2.000237929;0.021276596;1;0;0;-1;1;1;0.111111111;1;1;1;-1.252873563;0.931900947;1;-1.373333333;0.985228172;0.672538723;0.71769104;0.067196001;-1.336388755;-2.146909828;0.994165385;1;0.223635788;0.777078741;1;-7.043802267;0.993814097;-1.090244677;-1.108648431;-1;-1.004236017;-1.100570113;-1.007493771;0.573412642;0.225304548;0.805397349;0.004521786;0.63353557;1;0.03854247;0.249940411;0.249940528;0.275192827;0.5625;0;0;0;0.25;0.020408163;0.36;0.470535615;0.527454865;0.029078828;0.637067587;0.990119947;0.057956313;0.530210199;0.93574398;0.009217568;0.010306872;0.01061129;0.559930823;0.216956363;0.707682512;0.181897013;0.80540804;0.214235304;0.02938494;0.017362012;0.013107638;0.841302249;0.81360256;1;0.991581495;0.825590278;0.985179259;0.994854921;1;0.929603861;1;0.118403289;0.015085956;1;1;1;0.000452694;1;0;0;-1;1;1;0.037037037;1;1;1;0.233055886;0.868439375;1;0.376177778;0.970674551;0.452308334;0.515080428;0.004515302;0.994044244;1;0.988364812;1;0.050012966;0.60385137;1;0.051889383;0.98766646;1;0.986130487;0.049643825;0.01208341;0.993607015;0.75138554
A0_b;CCSC1=NC=CC=C1;2.26;-1;-1.011224744;0.897439329;0.492270224;0.535306845;0.14182626;0.199548933;-1.057304071;-1.057303998;0.078130164;0.9;0;0;0;1;0.285714286;1;0.784829692;0.817159225;0.203755696;-1.642857143;0.927285904;0.30273963;-1.5;0.979459046;0.207917059;0.064569211;0.072861979;0.151419224;-1;-1.010638298;0.836330373;0.493703299;0.64408844;0.413038388;0.174926316;-0.158838923;0.114027322;-1.001620591;-1;-4.30781266;-9.135683332;-1;-1.151187856;-1.234711552;-1.296983885;-1.049443759;0.66190982;-1.320559327;-0.571890653;0.270034523;0.911743928;0.911743936;-0.162664419;0.964829796;0;0;-0.5;1;0.356207187;0.232990001;0.956546478;0.96352966;0.578218748;-1.206298435;0.96428417;0.68180645;-1.176250704;0.989919855;-15.54100344;-14.5819087;-1.694578598;-1.246515556;-1.305295101;-1.081658617;0.662203331;-1.218737153;-4.260314131;0.241087366;-0.944766894;-1.843089578;-1.225135382;-1.085449749;-1.023527788;-1;-1.105716402;-1.014562211;-1.323995448;-2.083374445;0.964159666;0.136600228;0.511640114;0.866023674;0.983830681;-1.891828901;-1.891828588;0.142857143;0.833333333;0;0;-0.5;0.5;0.5;0.066666667;0.874018903;0.888762994;0.836909871;-1.579710145;1;0.795208655;-1.492753623;0.973036342;1;1;0.045713714;-1.340386223;-2.124310777;1;0.863866742;0.311604543;0.870803429;0.979957538;-5.843193285;0.997834348;-1.088480695;-1.116417548;-1.041862902;-1;-1.104105035;-1.009635828;0.570462389;0.230390907;0.805397349;0.242329974;0.286553418;0.020114688;0.039819777;0.279406361;0.279406453;0.006104323;0.81;0;0;0;1;0.081632653;1;0.615957646;0.667749199;0.041516384;0.400723845;0.859859148;0.091651284;0.448769912;0.959340022;0.004169183;0.005308868;0.022927781;0.556596011;0.22159701;0.699448494;0.243742948;0.414849918;0.17060071;0.030599216;0.025229803;0.01300223;0.844031272;0.802318289;0.921252865;1;0.820312292;0.981003355;1;0.977922917;0.929603861;0.018659622;0.261775607;0.749997003;0.96792281;0.894540877;0.894541001;0.020408163;0.694444444;0;0;-0.5;0.25;0.25;0.013333333;0.763909042;0.789899659;0.700418133;0.370510397;1;0.632356806;0.444444444;0.946799723;1;1;0.002089744;1;0.979058172;1;0.746265748;0.097097391;0.758298612;0.960316776;0.035707932;0.995673386;0.99676668;1;0.053887295;0.011981686;1;0.754584014
A1;FC(F)SC1=NC=CC=C1;1.95;-1.094152149;-1.217261162;0.897439329;0.430966941;0.994232606;0.122824898;0.648444329;-1.289455345;-1.2894551;0.187234898;0.75;0.4;0.666666667;0;0.5;0.428571429;0.2;0.741319806;0.778748754;0.455193998;-1.69047619;0.989129122;0.62438294;-1.413043478;0.988134728;0.245805844;0.134570736;0.143005549;0.157023416;-1.097655391;-1.243920973;0.894292981;0.429023951;1;0.359675245;0.569365651;-0.145181593;0.123788579;-1.061709565;-1.083039656;-3.630116959;-8.883927301;-1.036852337;-1.142385593;-1.159461279;-1.221951362;-1.049443759;0.59846543;-1.002967033;-0.68765505;0.803805528;0.939222213;0.939222208;0.235924588;0.903969365;0.430676558;0.630929754;0;0;0.564575034;0;0.946317537;0.954833785;0.791332562;-1.193406684;0.994828839;0.874576392;-1.20252371;0.994202856;-11.10784803;-10.57030795;-1.681206358;-1.168110261;-1.221141082;-1.051043312;0.59499917;-1;-5.083311787;0.75482015;-1.039798262;-1.735540625;-1.070426754;-1.023552218;-1.121725974;-1.080343798;-1.067085381;-1.026217852;-1.210065208;-1.730737705;0.964159666;0.156031051;0.275473218;1;0.302759009;-1.551227351;-1.551227281;0.059612028;1;1;1;0;1;0.333333333;0.333333333;0.925317225;0.932599732;0.374620829;-1.535211268;0.937477103;0.385566547;-1.584615385;0.964493221;0.479816138;0.509504557;0.044082184;-1.221135735;-1.725921401;0.935186109;0.994102683;0.200700884;1;0.301072538;-6.392866408;0.919150858;-1.026876571;-1.030818716;-1.236365178;-1.028338371;-1.064862368;-1.017415233;0.682939845;0.333839322;0.805397349;0.185732505;0.988498476;0.015085956;0.420480048;0.415574693;0.415574731;0.035056907;0.5625;0.16;0.444444444;0;0.25;0.183673469;0.04;0.549555055;0.606449622;0.207201576;0.424290885;0.97837642;0.389854056;0.398246772;0.976410241;0.018109283;0.020450587;0.024656353;0.670613233;0.335705126;0.799759936;0.18406155;1;0.129366282;0.324177244;0.021077695;0.015323612;0.948338778;0.941099212;0.65419387;0.945644535;0.881887204;0.966058727;0.835304007;0.674889185;0.929603861;0.024345689;0.075885494;1;0.091663018;0.601433184;0.601433412;0.003553594;1;1;1;0;1;0.111111111;0.333333333;0.856211968;0.86974226;0.140340766;0.349930569;0.878863319;0.148661562;0.500828402;0.930247174;0.230223527;0.259594894;0.001943239;0.829980656;0.64627063;0.874573059;0.988240145;0.040280845;1;0.090644673;0.042742061;0.8448383;0.887132603;0.852533163;0.075885494;0.012670391;0.930178245;0.766257194
A2;FC(F)(F)SC1=NC=CC=C1;2.13;-1.181257113;-1.755300574;0.889989293;0.526818865;0.589011746;0.177994052;0.63542383;-1.434193094;-1.434192753;0.126412544;0.75;0.6;1;0;0.5;0.571428571;0;0.772112001;0.807955526;0.248837852;-2.30952381;0.982727383;0.381232015;-1.913043478;0.991707068;0.23063148;0.231212717;0.235027408;0.078458696;-1.230853825;-1.577760892;0.970594797;0.529008358;0.529040357;0.522056219;0.554888208;-0.030015065;0.120084427;-1.090244677;-1.093166444;-2.150584795;-1;-1.047051531;-1.048412449;-1.095400996;-1.073846933;-1.053252725;0.694266843;-1.271516837;-0.389083222;0.794618578;0.95394888;0.953948872;0.056779007;0.903969365;0.682606194;1;0;0;0.712414374;0;0.953616477;0.961483825;0.63121332;-1.052624307;0.991756944;0.743197238;-1.069243446;0.995955524;-7.840428257;-7.614665706;-1.936497765;-1.071735172;-1.124810121;-1.01363609;0.69525911;-1.316576021;-2.866819683;0.743608266;-2.705958132;-1.775319801;-1;-1.016330677;-1.422074123;-7.360359296;-1.056636376;-1.156570631;-1.120835958;-1.20022737;0.972230576;0.127642021;0.464989803;0.69005058;0.308962858;-1.394678588;-1.394678593;0.088293865;1;0.666666667;0.666666667;0;1;0.25;0;0.888415134;0.898887198;0.68528623;-1.12371134;0.943584071;0.63148205;-1.170454545;0.961018912;0.279263234;0.310014818;0.088223938;-1.088988957;-1.36073206;0.861667893;0.806213842;0.379367814;0.688958835;0.308927743;-30.92202316;0.947503201;-1;-1.0212695;-2.086944077;-9.135683332;-1.054489681;-1.108609981;0.796005172;0.69418136;0.792080942;0.277538116;0.346934836;0.031681882;0.403763444;0.514104888;0.514104885;0.015980131;0.5625;0.36;1;0;0.25;0.326530612;0;0.596156941;0.652792132;0.061920276;0.791936706;0.965753108;0.145337849;0.729946272;0.983482909;0.05345932;0.055237883;0.006155767;0.84324359;0.54007586;0.94205426;0.279849843;0.279883699;0.272542696;0.307900923;0.000900904;0.01442027;1;0.958780684;0.229603433;0.011981686;0.899322237;0.813658998;0.716656636;0.324561506;0.945232294;0.016292486;0.216215517;0.476169803;0.095458048;0.486166183;0.486166414;0.007795807;1;0.444444444;0.444444444;0;1;0.0625;0;0.78928145;0.807998195;0.469617216;0.187480072;0.890350899;0.398769579;0.273243802;0.923557348;0.077987954;0.096109187;0.007783463;0.660065511;0.401714609;0.742471557;0.649980759;0.143919939;0.474664277;0.09543635;1;0.897762316;0.841302249;0.836811069;0.216215517;1;0.912145012;0.909778484
A4;FC(F)CSC1=NC=CC=C1;2.26;-1.043464939;-1.108256423;0.865274804;0.543221661;0.906660953;0.135497091;0.57585183;-1.346774894;-1.346774767;0.278828022;0.9;0.4;0;0.666666667;1;0.571428571;0.6;0.833450143;0.859462356;0.468334331;-1.333333333;0.986713371;0.607280724;-1.086956522;1;0.273986805;0.121596224;0.128820121;0.134758111;-1.048299828;-1.139311044;0.862656731;0.545201306;0.987671018;0.400007607;0.51326556;-0.113099001;0.130484009;-1.025436924;-1.043828736;-3.923950959;-9.128348748;-1.022173386;-1.162280505;-1.199129533;-1.259910601;-1.066120781;0.70889316;-1.05026371;-0.608631726;0.750032532;0.945242986;0.945242996;0.417541072;0.964829796;0.430676558;0;0.150514998;1;0.712414374;0.159040418;0.967326464;0.972645933;0.798877887;-1.300484556;0.993671975;0.867180604;-1.317948801;1;-11.71988575;-11.19179291;-1.737470757;-1.206823661;-1.25673556;-1.06749852;0.709688927;-1.006168334;-4.451025436;0.70966583;-1.303758247;-1.666568023;-1.162733964;-1.052165702;-1.077072237;-1.002309237;-1.082305705;-1;-1.26884517;-1.900967815;1;0.123787819;0.302080347;0.906476276;0.340925135;-1.485206183;-1.485205974;0.040029879;0.833333333;1;0;0.25;0.5;0.25;0.111111111;0.823031818;0.845017672;0.364109872;-1.946428571;0.93977231;0.396424856;-2.06;0.953049247;0.531013289;0.565610236;0.051365629;-1.278628677;-1.884393064;0.969482232;0.782268597;0.20320621;0.899171011;0.333979864;-8.206319454;0.871987145;-1.063200136;-1.069540921;-1.143783459;-1.000803495;-1.080154355;-1;0.621130333;0.276726323;0.748700486;0.295089773;0.822034084;0.018359462;0.33160533;0.453342571;0.453342698;0.077745066;0.81;0.16;0;0.444444444;1;0.326530612;0.36;0.69463914;0.738675541;0.219337045;0.263950846;0.973603277;0.368789878;0.235648977;1;0.014785642;0.016594624;0.018159748;0.611661463;0.281615793;0.744176636;0.297244464;0.97549404;0.160006086;0.263441535;0.012791384;0.017026077;0.884646885;0.874188701;0.764385389;0.998394944;0.857093809;1;0.918426228;0.81417823;1;0.015323424;0.091252536;0.821699239;0.116229948;0.551327907;0.551328011;0.001602391;0.694444444;1;0;0.125;0.25;0.0625;0.037037037;0.677381374;0.714054866;0.132575999;0.5625;0.883171995;0.157152667;0.8464;0.908302868;0.281975113;0.319914939;0.002638428;0.909973972;0.770398424;0.939895799;0.611944158;0.041292764;0.808508507;0.111542549;0.070430543;0.760361581;0.95100346;0.917786157;0.064946067;0.012000948;0.957085775;0.74024945
A5;FC(F)(F)CSC1=NC=CC=C1;2.71;-1.056071085;-1.14716887;0.871163455;0.622645714;0.836883219;0.266788591;0.490359314;-1.491520545;-1.491520687;0.15872442;0.9;0.6;0;1;1;0.714285714;0.4;0.861476798;0.887759002;0.209347816;-1.380952381;0.978379031;0.476382098;-1.108695652;0.986476142;0.194486334;0.124567008;0.128897041;0.083032928;-1.060440769;-1.17147923;0.869305252;0.626335954;0.821991915;0.784330266;0.436726135;-0.100012813;0.131578947;-1.029202415;-1.056831531;-3.055606853;-9.099683074;-1.019074184;-1.142722414;-1.189086673;-1.245947671;-1.063021698;0.77398992;-1.091343979;-0.063376836;0.677243243;0.959374518;0.959374557;0.160586343;0.964829796;0.682606194;0;0.238560627;1;0.827087475;0.100343332;0.973258202;0.978496698;0.585397297;-1.284652033;0.989658941;0.802531437;-1.309236791;0.993386962;-11.57416969;-11.18824166;-1.915647951;-1.197134119;-1.245453433;-1.063990843;0.776084188;-1.097467639;-0.445194499;0.639369142;-1.433734508;-1.655626349;-1.153000842;-1.042559725;-1.220567425;-1.011352233;-1.085547145;-1.025770195;-1.253699175;-1.836486193;0.993240475;0.107997571;0.327267233;0.460382874;0.400364298;-1.341073313;-1.34107287;0.07031969;0.833333333;0.666666667;0;0.166666667;0.5;0.2;0.166666667;0.796255904;0.818083374;0.814554249;-1.879310345;0.947777778;0.505353109;-2.019607843;0.966114847;0.518349217;0.565272705;0.083363736;-1.263989713;-1.832648649;0.96206755;0.680934661;0.244164061;0.458576266;0.392512259;-9.280076246;0.864730878;-1.05931026;-1.056381755;-1.468824497;-1.00395621;-1.083439314;-1.017115347;0.636228793;0.296499978;0.758925765;0.387687685;0.700373522;0.071176152;0.240452257;0.55602582;0.556026187;0.025193441;0.81;0.36;0;1;1;0.510204082;0.16;0.742142273;0.788116045;0.043826508;0.28314115;0.957225529;0.226939903;0.245169196;0.973135178;0.015516939;0.016614447;0.006894467;0.625911486;0.297743012;0.755691621;0.392296728;0.675670709;0.615173967;0.190729717;0.010002563;0.017313019;0.89115581;0.896103588;0.46351115;0.992134288;0.851904317;0.966628477;0.896630889;0.759880489;0.986526642;0.011663475;0.107103842;0.211952391;0.160291571;0.449512238;0.449512152;0.004944859;0.694444444;0.444444444;0;0.055555556;0.25;0.04;0.083333333;0.634023464;0.669260406;0.663498624;0.524375743;0.898282716;0.255381765;0.813533256;0.933377898;0.26868591;0.319533231;0.006949512;0.889256745;0.728669873;0.92557397;0.463672012;0.059616089;0.210292192;0.154065873;0.09006733;0.747759492;0.944057413;0.895341007;0.107103842;0.012076677;0.962915995;0.765805547
A6;FC(F)C(F)(F)SC1=NC=CC=C1;2.27;-1.149216493;-1.497131454;0.903506424;0.555445124;0.598347758;0.144047978;0.839531032;-1.636216552;-1.63621665;0.155128503;0.9;0.8;0.666666667;0.666666667;1;0.857142857;0.2;0.886037058;0.902651973;0.464353109;-1;0.967870516;0.743700723;-1;0.971804032;0.216800189;0.229324837;0.229388569;0.011162946;-1.151673778;-1.527608916;0.899112043;0.552696783;0.587210736;0.422028748;0.742612382;-0.084738346;0.131243477;-1.070368605;-1.116417548;-2.184672207;-8.43685402;-1.050601527;-1.122737684;-1.118398318;-1.138217017;-1.046365133;0.719508391;-1.263449959;-0.559381185;0.920779341;0.972191944;0.97219198;0.150135475;0.964829796;0.861353116;0.630929754;0.150514998;1;0.920782221;0;0.97829974;0.981501572;0.796614414;-1.430281123;0.98455002;0.921145039;-1.354631882;0.986109114;-7.889921986;-7.759139072;-2.653988358;-1.127686067;-1.137899208;-1.048587948;0.716223768;-1.264706386;-4.132211994;0.870460442;-1.608913899;-1.658968987;-1.048857522;-1;-1.413052065;-1.228799651;-1.053023293;-1.052562215;-1.152085317;-1.407197601;0.957685281;0.121063669;0.457734573;0.852666593;0.233847655;-1.222477793;-1.222477432;0.071949718;0.833333333;0.5;1;0.25;0.5;0.166666667;0.333333333;0.774184307;0.80458571;0.367231638;-2.595238095;0.958068139;0.323707059;-2.239130435;0.980701063;0.281562223;0.317635614;0.620081411;-1.163859287;-1.405405405;0.930173697;0.771659749;0.34178681;0.852252949;0.230834236;-10.95285159;0.86694121;-1.018569372;-1;-2.054381516;-1.082830556;-1.050926547;-1.03522;0.753408849;0.504998198;0.816323858;0.308519286;0.358020039;0.02074982;0.704812354;0.669141619;0.669142013;0.024064853;0.81;0.64;0.444444444;0.444444444;1;0.734693878;0.04;0.785061669;0.814780585;0.21562381;0.148472351;0.936773335;0.553090765;0.199453294;0.944403076;0.052589881;0.052619116;0.000124611;0.738242506;0.506286982;0.808402466;0.305473734;0.344816448;0.178108264;0.55147315;0.007180587;0.01722485;0.96387069;1;0.236939683;0.852862452;0.905430823;0.933113972;0.757175058;0.446149212;0.917161098;0.014656412;0.209520939;0.727040319;0.054684726;0.373523936;0.373523891;0.005176762;0.694444444;0.25;1;0.125;0.25;0.027777778;0.333333333;0.599361342;0.647358165;0.134859076;1;0.917894559;0.10478626;1;0.961774576;0.079277285;0.100892383;0.384500956;0.753947391;0.428524475;0.865223107;0.595458768;0.116818223;0.726335089;0.053284444;0.125463848;0.751587061;0.872837256;0.802318289;0.209520939;0.01404879;0.905991127;0.793310862
A7;FC(F)(F)C(F)(F)SC1=NC=CC=C1;2.76;-1.205156264;-1.569967573;0.947492862;0.629639417;0.333729066;0.285514006;0.672782504;-1.780952073;-1.780952153;0.129597498;0.9;1;0.666666667;1;1;1;0;0.91564348;0.927107178;0.301030975;-2.285714286;0.968232878;0.370961327;-1.913043478;0.977290125;0.193119698;0.309503796;0.315013376;0.112250462;-1.208463467;-1.599797366;0.944000714;0.629701488;0.362457129;0.835193082;0.592057031;-0.03964489;0.131802594;-1.080171592;-1.104508446;-1.776290141;-7.425315309;-1.043473361;-1.052117483;-1.07864985;-1.118996103;-1.024644657;0.779318258;-1.56294054;-0.008783829;0.820493708;0.983925592;0.983925627;0.068126987;0.964829796;1;0.630929754;0.238560627;1;1;0;0.984194544;0.986329834;0.681697594;-1.057299796;0.984727111;0.735924578;-1.069243446;0.988843177;-6.079895939;-5.87208651;-1.804712997;-1.087183241;-1.119189912;-1.02632916;0.778648929;-1.504604438;-0.071393929;0.771832057;-2.411829984;-1.653402656;-1.024648373;-1.008321549;-1.531773573;-1.595996793;-1.060290551;-1.151213699;-1.098608942;-1.341912933;0.91322567;0.106797991;0.820679058;0.430188698;0.291806582;-1.123128707;-1.123128393;0.086123978;0.833333333;0.4;1;0.166666667;0.5;0.142857143;0;0.749151827;0.783362373;0.566470453;-1.135416667;0.957709581;0.648965691;-1.170454545;0.975195822;0.208621709;0.231298048;0.061665092;-1.109165696;-1.3419886;0.885942522;0.677295304;0.553723097;0.430649214;0.289533529;-23.41100023;0.863263575;-1.009325449;-1.010782264;-2.526698819;-1.230342814;-1.058105627;-1.104706008;0.828540498;0.55533024;0.897742724;0.396445796;0.111375089;0.081518247;0.452636297;0.792758567;0.792759011;0.016795511;0.81;1;0.444444444;1;1;1;0;0.838402983;0.85952772;0.090619648;0.775692282;0.937474907;0.137612306;0.729946272;0.955095988;0.0957926;0.099233427;0.012600166;0.812843882;0.555267617;0.891137348;0.396523964;0.13137517;0.697547485;0.350531529;0.001571717;0.017371924;0.981606787;0.978779296;0.156636527;0.660613928;0.893186092;0.819420016;0.688514793;0.405712731;0.833981124;0.011405811;0.673514116;0.185062316;0.085151081;0.315279357;0.315279328;0.00741734;0.694444444;0.16;1;0.055555556;0.25;0.020408163;0;0.56122846;0.613656607;0.320888774;0.19140625;0.917207641;0.421156468;0.273243802;0.951006892;0.043523018;0.053498787;0.003802584;0.684751431;0.390723961;0.784894153;0.458728929;0.306609268;0.185458746;0.083829665;0.5731973;0.745223999;0.857066455;0.819713179;0.31693645;0.018137198;0.918411403;0.903382192
